,STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Rape+Kidnap,Urban,Population,crimes/population
2754,UTTAR PRADESH,ALIGARH,2004,6.636155606407323e-05,9.954233409610984e-05,145,0,874000,0.00016590389016018307
8287,ASSAM,SONITPUR,2012,5.052083333333333e-05,0.00011458333333333333,317,0,1920000,0.00016510416666666667
7282,UTTAR PRADESH,BAREILLY,2010,3.50597609561753e-05,0.0001298804780876494,207,0,1255000,0.0001649402390438247
4227,UTTAR PRADESH,ALIGARH,2006,5.6064073226544624e-05,0.00010297482837528604,139,0,874000,0.00015903890160183067
121,CHHATTISGARH,DURG,2001,0.00012080536912751678,3.523489932885906e-05,186,0,1192000,0.00015604026845637584
592,UTTAR PRADESH,BAREILLY,2001,7.410358565737052e-05,7.808764940239044e-05,191,0,1255000,0.00015219123505976097
7269,UTTAR PRADESH,AGRA,2010,1.6352201257861635e-05,0.00013333333333333334,238,0,1590000,0.00014968553459119498
580,UTTAR PRADESH,ALIGARH,2001,5.7208237986270026e-05,8.924485125858123e-05,128,0,874000,0.00014645308924485126
6491,UTTAR PRADESH,AGRA,2009,2.5157232704402517e-05,0.00011635220125786164,225,0,1590000,0.00014150943396226416
5724,UTTAR PRADESH,AGRA,2008,2.641509433962264e-05,0.00011509433962264151,225,0,1590000,0.00014150943396226416
5943,ASSAM,SONITPUR,2009,4.6354166666666664e-05,8.802083333333333e-05,258,0,1920000,0.000134375
5737,UTTAR PRADESH,BAREILLY,2008,3.6653386454183266e-05,9.641434262948207e-05,167,0,1255000,0.00013306772908366533
837,CHHATTISGARH,DURG,2002,0.00011073825503355705,1.929530201342282e-05,155,0,1192000,0.00013003355704697985
6715,ASSAM,SONITPUR,2010,4.1666666666666665e-05,8.802083333333333e-05,249,0,1920000,0.0001296875
2287,CHHATTISGARH,DURG,2004,0.00010402684563758389,2.5167785234899328e-05,154,0,1192000,0.00012919463087248322
8098,UTTAR PRADESH,KANPUR NAGAR,2011,2.4315068493150686e-05,0.00010376712328767123,374,1,2920000,0.00012808219178082192
1308,UTTAR PRADESH,BAREILLY,2002,5.1792828685258965e-05,7.410358565737052e-05,158,0,1255000,0.00012589641434262948
4982,UTTAR PRADESH,BAREILLY,2007,4.940239043824701e-05,7.569721115537849e-05,157,0,1255000,0.0001250996015936255
579,UTTAR PRADESH,AGRA,2001,4.150943396226415e-05,8.30188679245283e-05,198,0,1590000,0.00012452830188679244
3019,CHHATTISGARH,DURG,2005,0.00010738255033557047,1.5939597315436243e-05,147,0,1192000,0.00012332214765100672
1237,RAJASTHAN,KOTA,2002,2.6676279740447007e-05,9.516943042537851e-05,169,0,1387000,0.00012184571016582553
2694,RAJASTHAN,KOTA,2004,3.0281182408074983e-05,8.940158615717376e-05,166,0,1387000,0.00011968276856524874
520,RAJASTHAN,KOTA,2001,3.604902667627974e-05,8.3633741888969e-05,166,0,1387000,0.00011968276856524874
6769,CHHATTISGARH,DURG,2010,8.892617449664429e-05,2.936241610738255e-05,141,0,1192000,0.00011828859060402684
4492,CHHATTISGARH,DURG,2007,9.983221476510067e-05,1.8456375838926174e-05,141,0,1192000,0.00011828859060402684
6204,MADHYA PRADESH,BHOPAL,2009,8.444444444444444e-05,3.222222222222222e-05,210,1,1800000,0.00011666666666666667
8344,CHHATTISGARH,DURG,2012,7.634228187919464e-05,3.942953020134228e-05,138,0,1192000,0.00011577181208053692
8904,UTTAR PRADESH,KANPUR NAGAR,2012,1.8835616438356166e-05,9.623287671232876e-05,336,1,2920000,0.00011506849315068494
1296,UTTAR PRADESH,ALIGARH,2002,3.546910755148741e-05,7.894736842105263e-05,100,0,874000,0.00011441647597254005
4969,UTTAR PRADESH,AGRA,2007,1.8867924528301888e-05,9.371069182389937e-05,179,0,1590000,0.00011257861635220126
1559,CHHATTISGARH,DURG,2003,9.815436241610739e-05,1.4261744966442953e-05,134,0,1192000,0.00011241610738255034
1966,RAJASTHAN,KOTA,2003,2.5234318673395817e-05,8.291276135544341e-05,150,0,1387000,0.00010814708002883922
8565,MADHYA PRADESH,BHOPAL,2012,7.944444444444444e-05,2.7222222222222223e-05,192,1,1800000,0.00010666666666666667
5997,CHHATTISGARH,DURG,2009,9.144295302013423e-05,1.4261744966442953e-05,126,0,1192000,0.00010570469798657718
3752,CHHATTISGARH,DURG,2006,9.060402684563759e-05,1.5100671140939598e-05,126,0,1192000,0.00010570469798657718
7310,UTTAR PRADESH,KANPUR NAGAR,2010,1.4383561643835617e-05,9.006849315068493e-05,305,1,2920000,0.00010445205479452055
5978,BIHAR,PATNA,2009,2.2439024390243904e-05,8.146341463414634e-05,213,1,2050000,0.00010390243902439024
3499,UTTAR PRADESH,BAREILLY,2005,3.824701195219123e-05,6.454183266932271e-05,129,0,1255000,0.00010278884462151394
5765,UTTAR PRADESH,KANPUR NAGAR,2008,2.4657534246575342e-05,7.773972602739726e-05,299,1,2920000,0.0001023972602739726
5235,CHHATTISGARH,DURG,2008,9.144295302013423e-05,1.0067114093959732e-05,121,0,1192000,0.00010151006711409395
7529,BIHAR,PATNA,2011,2e-05,8.146341463414634e-05,208,1,2050000,0.00010146341463414634
4226,UTTAR PRADESH,AGRA,2006,1.6352201257861635e-05,8.427672955974843e-05,160,0,1590000,0.00010062893081761007
4239,UTTAR PRADESH,BAREILLY,2006,3.585657370517928e-05,6.454183266932271e-05,126,0,1255000,0.000100398406374502
2766,UTTAR PRADESH,BAREILLY,2004,3.266932270916335e-05,6.693227091633466e-05,125,0,1255000,9.960159362549801e-05
7764,MADHYA PRADESH,BHOPAL,2011,8.11111111111111e-05,1.7777777777777777e-05,178,1,1800000,9.888888888888889e-05
2234,ASSAM,SONITPUR,2004,4.53125e-05,5.260416666666667e-05,188,0,1920000,9.791666666666667e-05
6750,BIHAR,PATNA,2010,2.4390243902439026e-05,7.219512195121952e-05,198,1,2050000,9.658536585365854e-05
2025,UTTAR PRADESH,ALIGARH,2003,2.745995423340961e-05,6.864988558352403e-05,84,0,874000,9.610983981693364e-05
3428,RAJASTHAN,KOTA,2005,2.8839221341023793e-05,6.705118961788032e-05,133,0,1387000,9.58904109589041e-05
2965,ASSAM,SONITPUR,2005,4.010416666666667e-05,5.520833333333333e-05,183,0,1920000,9.53125e-05
5181,ASSAM,SONITPUR,2008,2.9166666666666666e-05,6.510416666666667e-05,181,0,1920000,9.427083333333333e-05
5010,UTTAR PRADESH,KANPUR NAGAR,2007,1.5753424657534248e-05,7.602739726027398e-05,268,1,2920000,9.178082191780822e-05
6979,MADHYA PRADESH,BHOPAL,2010,5.888888888888889e-05,3.277777777777778e-05,165,1,1800000,9.166666666666667e-05
784,ASSAM,SONITPUR,2002,3.489583333333333e-05,5.6770833333333335e-05,176,0,1920000,9.166666666666667e-05
6532,UTTAR PRADESH,KANPUR NAGAR,2009,1.3698630136986302e-05,7.773972602739726e-05,267,1,2920000,9.143835616438356e-05
1230,RAJASTHAN,JAIPUR,2002,1.8566775244299675e-05,7.198697068403909e-05,278,1,3070000,9.055374592833876e-05
1295,UTTAR PRADESH,AGRA,2002,2.5786163522012578e-05,6.415094339622641e-05,143,0,1590000,8.9937106918239e-05
2753,UTTAR PRADESH,AGRA,2004,2.0125786163522012e-05,6.666666666666667e-05,138,0,1590000,8.679245283018868e-05
513,RAJASTHAN,JAIPUR,2001,1.986970684039088e-05,6.612377850162866e-05,264,1,3070000,8.599348534201955e-05
2687,RAJASTHAN,JAIPUR,2004,2.6384364820846906e-05,5.928338762214984e-05,263,1,3070000,8.566775244299675e-05
307,MADHYA PRADESH,BHOPAL,2001,5.888888888888889e-05,2.6666666666666667e-05,154,1,1800000,8.555555555555556e-05
3698,ASSAM,SONITPUR,2006,2.9166666666666666e-05,5.46875e-05,161,0,1920000,8.385416666666666e-05
5439,MADHYA PRADESH,BHOPAL,2008,6.277777777777778e-05,2e-05,149,1,1800000,8.277777777777778e-05
1506,ASSAM,SONITPUR,2003,3.3333333333333335e-05,4.6875e-05,154,0,1920000,8.020833333333334e-05
3421,RAJASTHAN,JAIPUR,2005,2.6710097719869706e-05,5.3094462540716615e-05,245,1,3070000,7.980456026058632e-05
1959,RAJASTHAN,JAIPUR,2003,1.8566775244299675e-05,6.091205211726384e-05,244,1,3070000,7.947882736156352e-05
1752,MADHYA PRADESH,BHOPAL,2003,5.1666666666666664e-05,2.5555555555555554e-05,139,1,1800000,7.722222222222222e-05
620,UTTAR PRADESH,KANPUR NAGAR,2001,1.6095890410958904e-05,6.0273972602739724e-05,223,1,2920000,7.636986301369863e-05
4438,ASSAM,SONITPUR,2007,3.6458333333333336e-05,3.90625e-05,145,0,1920000,7.552083333333334e-05
4690,MADHYA PRADESH,BHOPAL,2007,4.555555555555555e-05,2.388888888888889e-05,125,1,1800000,6.944444444444444e-05
68,ASSAM,SONITPUR,2001,2.7604166666666666e-05,4.1666666666666665e-05,133,0,1920000,6.927083333333333e-05
4473,BIHAR,PATNA,2007,3.609756097560976e-05,3.170731707317073e-05,139,1,2050000,6.780487804878048e-05
2480,MADHYA PRADESH,BHOPAL,2004,4.6666666666666665e-05,2.111111111111111e-05,122,1,1800000,6.777777777777778e-05
3733,BIHAR,PATNA,2006,2.6341463414634148e-05,4.097560975609756e-05,138,1,2050000,6.731707317073171e-05
3486,UTTAR PRADESH,AGRA,2005,1.8238993710691824e-05,4.842767295597484e-05,106,0,1590000,6.666666666666667e-05
