,STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls
6271,MAHARASHTRA,NAGPUR COMMR.,2009,45,52,7,60,39,232,0
6272,MAHARASHTRA,NAGPUR RLY.,2009,1,1,0,7,2,0,0
6273,MAHARASHTRA,NAGPUR RURAL,2009,33,13,6,71,22,84,0
6274,MAHARASHTRA,NANDED,2009,34,29,30,62,3,346,0
6275,MAHARASHTRA,NANDURBAR,2009,23,13,1,33,11,75,0
6276,MAHARASHTRA,NASIK COMMR.,2009,24,16,5,49,20,131,0
6277,MAHARASHTRA,NASIK RURAL,2009,46,20,9,64,31,290,0
6278,MAHARASHTRA,NAVI MUMBAI,2009,19,10,6,36,34,84,0
6279,MAHARASHTRA,OSMANABAD,2009,20,16,3,64,9,153,0
6280,MAHARASHTRA,PARBHANI,2009,30,14,7,49,7,219,0
6281,MAHARASHTRA,PUNE COMMR.,2009,67,84,7,100,72,235,0
6282,MAHARASHTRA,PUNE RLY.,2009,1,1,0,0,0,0,0
6283,MAHARASHTRA,PUNE RURAL,2009,72,38,9,133,15,218,0
6284,MAHARASHTRA,RAIGAD,2009,21,3,4,26,19,30,0
6285,MAHARASHTRA,RATNAGIRI,2009,14,8,0,36,20,51,0
6286,MAHARASHTRA,SANGLI,2009,37,9,12,45,10,66,0
6287,MAHARASHTRA,SATARA,2009,26,18,4,57,7,131,0
6288,MAHARASHTRA,SINDHUDURG,2009,8,3,1,12,6,11,0
6289,MAHARASHTRA,SOLAPUR COMMR.,2009,22,6,0,10,5,68,0
6290,MAHARASHTRA,SOLAPUR RURAL,2009,50,29,5,96,0,210,0
6291,MAHARASHTRA,THANE COMMR.,2009,66,55,12,148,52,387,0
6292,MAHARASHTRA,THANE RURAL,2009,53,20,1,97,30,106,0
6293,MAHARASHTRA,WARDHA,2009,41,15,1,84,32,100,0
6294,MAHARASHTRA,WASHIM,2009,25,12,5,61,16,109,0
6295,MAHARASHTRA,YAVATMAL,2009,40,25,9,128,23,212,0
6296,MAHARASHTRA,TOTAL,2009,1483,926,341,3196,1099,7681,0
7026,MAHARASHTRA,AHMEDNAGAR,2010,57,45,10,115,1,604,0
7027,MAHARASHTRA,AKOLA,2010,25,23,12,100,55,149,0
7028,MAHARASHTRA,AMRAVATI COMMR.,2010,20,28,3,52,12,96,0
7029,MAHARASHTRA,AMRAVATI RURAL,2010,40,29,2,179,38,135,0
7030,MAHARASHTRA,AURANGABAD COMMR.,2010,23,30,10,52,39,157,0
7031,MAHARASHTRA,AURANGABAD RURAL,2010,16,12,21,56,14,303,0
7032,MAHARASHTRA,BEED,2010,28,29,11,87,11,360,0
7033,MAHARASHTRA,BHANDARA,2010,24,13,3,42,12,61,0
7034,MAHARASHTRA,BULDHANA,2010,29,18,34,131,40,185,0
7035,MAHARASHTRA,CHANDRAPUR,2010,43,16,7,117,116,147,0
7036,MAHARASHTRA,DHULE,2010,18,12,6,28,9,234,0
7037,MAHARASHTRA,GADCHIROLI,2010,16,9,0,28,0,20,0
7038,MAHARASHTRA,GONDIA,2010,28,15,3,80,27,41,0
7039,MAHARASHTRA,HINGOLI,2010,14,4,1,33,7,115,0
7040,MAHARASHTRA,JALGAON,2010,49,32,11,143,41,425,0
7041,MAHARASHTRA,JALNA,2010,11,11,40,81,10,315,0
7042,MAHARASHTRA,KOLHAPUR,2010,27,13,18,71,12,96,0
7043,MAHARASHTRA,LATUR,2010,28,31,3,85,3,229,0
7044,MAHARASHTRA,MUMBAI COMMR.,2010,194,146,21,475,138,312,0
7045,MAHARASHTRA,MUMBAI RLY.,2010,2,3,0,15,9,0,0
7046,MAHARASHTRA,NAGPUR COMMR.,2010,58,34,8,87,48,175,0
7047,MAHARASHTRA,NAGPUR RLY.,2010,1,2,0,8,2,0,0
7048,MAHARASHTRA,NAGPUR RURAL,2010,39,26,8,78,19,56,0
7049,MAHARASHTRA,NANDED,2010,36,43,68,85,5,315,0
7050,MAHARASHTRA,NANDURBAR,2010,20,12,2,32,12,88,0
7051,MAHARASHTRA,NASIK COMMR.,2010,30,19,2,46,18,124,0
7052,MAHARASHTRA,NASIK RURAL,2010,53,19,6,79,27,344,0
7053,MAHARASHTRA,NAVI MUMBAI,2010,27,11,3,36,38,89,0
7054,MAHARASHTRA,OSMANABAD,2010,28,23,2,74,11,161,0
7055,MAHARASHTRA,PARBHANI,2010,20,21,5,54,6,209,0
7056,MAHARASHTRA,PUNE COMMR.,2010,91,94,4,78,91,214,0
7057,MAHARASHTRA,PUNE RLY.,2010,0,1,0,1,0,0,0
7058,MAHARASHTRA,PUNE RURAL,2010,72,33,15,136,30,200,0
7059,MAHARASHTRA,RAIGAD,2010,15,7,0,39,10,49,0
7060,MAHARASHTRA,RATNAGIRI,2010,28,7,0,37,12,33,0
7061,MAHARASHTRA,SANGLI,2010,49,10,18,67,10,84,0
7062,MAHARASHTRA,SATARA,2010,27,29,0,82,19,170,0
7063,MAHARASHTRA,SINDHUDURG,2010,9,4,0,10,12,11,0
7064,MAHARASHTRA,SOLAPUR COMMR.,2010,12,10,2,22,2,78,0
7065,MAHARASHTRA,SOLAPUR RURAL,2010,63,34,5,97,35,205,0
7066,MAHARASHTRA,THANE COMMR.,2010,93,61,9,152,32,365,0
7067,MAHARASHTRA,THANE RURAL,2010,47,20,6,95,42,120,0
7068,MAHARASHTRA,WARDHA,2010,44,22,2,119,57,93,0
7069,MAHARASHTRA,WASHIM,2010,12,14,5,56,10,102,0
7070,MAHARASHTRA,YAVATMAL,2010,33,49,7,121,38,165,0
7071,MAHARASHTRA,TOTAL,2010,1599,1124,393,3661,1180,7434,0
7811,MAHARASHTRA,AHMEDNAGAR,2011,78,59,32,160,5,677,0
7812,MAHARASHTRA,AKOLA,2011,30,37,13,93,24,140,0
7813,MAHARASHTRA,AMRAVATI COMMR.,2011,22,19,2,49,13,94,0
7814,MAHARASHTRA,AMRAVATI RURAL,2011,69,27,3,142,43,104,0
7815,MAHARASHTRA,AURANGABAD COMMR.,2011,16,24,7,65,29,122,0
7816,MAHARASHTRA,AURANGABAD RURAL,2011,18,12,36,78,12,212,0
7817,MAHARASHTRA,BEED,2011,32,37,11,99,14,378,0
7818,MAHARASHTRA,BHANDARA,2011,23,9,1,30,14,50,0
7819,MAHARASHTRA,BULDHANA,2011,26,27,14,124,24,194,0
7820,MAHARASHTRA,CHANDRAPUR,2011,56,25,4,108,77,109,0
7821,MAHARASHTRA,DHULE,2011,16,27,4,52,7,203,0
7822,MAHARASHTRA,GADCHIROLI,2011,20,3,0,24,3,23,0
7823,MAHARASHTRA,GONDIA,2011,31,23,1,67,19,36,0
7824,MAHARASHTRA,HINGOLI,2011,18,8,0,42,5,82,0
7825,MAHARASHTRA,JALGAON,2011,48,25,8,146,51,364,0
7826,MAHARASHTRA,JALNA,2011,15,17,23,73,10,289,0
7827,MAHARASHTRA,KOLHAPUR,2011,42,35,19,59,18,121,0
7828,MAHARASHTRA,LATUR,2011,17,37,4,57,0,156,0
7829,MAHARASHTRA,MUMBAI COMMR.,2011,221,166,14,553,162,393,0
7830,MAHARASHTRA,MUMBAI RLY.,2011,3,6,0,8,3,0,0
7831,MAHARASHTRA,NAGPUR COMMR.,2011,45,24,4,68,53,174,0
7832,MAHARASHTRA,NAGPUR RLY.,2011,1,0,0,9,1,1,0
7833,MAHARASHTRA,NAGPUR RURAL,2011,44,24,11,65,15,62,0
7834,MAHARASHTRA,NANDED,2011,32,43,29,93,3,325,0
7835,MAHARASHTRA,NANDURBAR,2011,20,15,0,40,7,87,0
7836,MAHARASHTRA,NASIK COMMR.,2011,25,11,5,37,10,115,0
7837,MAHARASHTRA,NASIK RURAL,2011,43,28,5,91,33,298,0
7838,MAHARASHTRA,NAVI MUMBAI,2011,38,17,1,57,33,110,0
7839,MAHARASHTRA,OSMANABAD,2011,30,18,2,88,11,186,0
7840,MAHARASHTRA,PARBHANI,2011,26,16,5,80,6,215,0
7841,MAHARASHTRA,PUNE COMMR.,2011,79,72,8,118,80,251,0
7842,MAHARASHTRA,PUNE RLY.,2011,0,0,0,4,0,0,0
7843,MAHARASHTRA,PUNE RURAL,2011,87,48,16,122,26,172,0
7844,MAHARASHTRA,RAIGAD,2011,7,5,2,42,15,42,0
7845,MAHARASHTRA,RATNAGIRI,2011,30,10,1,35,18,49,0
7846,MAHARASHTRA,SANGLI,2011,40,13,5,51,8,98,0
7847,MAHARASHTRA,SATARA,2011,34,36,2,80,16,179,0
7848,MAHARASHTRA,SINDHUDURG,2011,11,7,0,8,12,5,0
7849,MAHARASHTRA,SOLAPUR COMMR.,2011,22,18,0,31,9,68,0
7850,MAHARASHTRA,SOLAPUR RURAL,2011,53,32,6,94,32,175,0
7851,MAHARASHTRA,THANE COMMR.,2011,79,70,8,161,38,342,0
7852,MAHARASHTRA,THANE RURAL,2011,63,32,10,105,18,57,0
7853,MAHARASHTRA,WARDHA,2011,34,23,3,88,45,62,0
7854,MAHARASHTRA,WASHIM,2011,13,21,12,80,12,118,0
7855,MAHARASHTRA,YAVATMAL,2011,44,46,8,118,37,198,0
7856,MAHARASHTRA,TOTAL,2011,1701,1252,339,3794,1071,7136,0
8612,MAHARASHTRA,AHMEDNAGAR,2012,61,49,23,147,1,576,0
8613,MAHARASHTRA,AKOLA,2012,19,19,4,92,40,87,0
8614,MAHARASHTRA,AMRAVATI COMMR.,2012,20,16,1,53,14,74,0
8615,MAHARASHTRA,AMRAVATI RURAL,2012,64,17,3,154,42,139,0
8616,MAHARASHTRA,AURANGABAD COMMR.,2012,23,18,4,79,28,120,0
8617,MAHARASHTRA,AURANGABAD RURAL,2012,25,10,18,77,25,298,0
8618,MAHARASHTRA,BEED,2012,42,21,8,81,9,378,0
8619,MAHARASHTRA,BHANDARA,2012,26,8,3,36,33,59,0
8620,MAHARASHTRA,BULDHANA,2012,29,28,27,107,35,193,0
8621,MAHARASHTRA,CHANDRAPUR,2012,44,29,4,119,79,125,0
8622,MAHARASHTRA,DHULE,2012,30,14,4,39,2,207,0
8623,MAHARASHTRA,GADCHIROLI,2012,18,6,0,30,5,12,0
8624,MAHARASHTRA,GONDIA,2012,38,10,0,47,18,42,0
8625,MAHARASHTRA,HINGOLI,2012,13,5,6,33,3,88,0
8626,MAHARASHTRA,JALGAON,2012,45,39,1,134,51,409,0
8627,MAHARASHTRA,JALNA,2012,25,18,36,89,9,303,0
8628,MAHARASHTRA,KOLHAPUR,2012,48,22,17,66,32,148,0
8629,MAHARASHTRA,LATUR,2012,21,32,4,61,0,212,0
8630,MAHARASHTRA,MUMBAI COMMR.,2012,232,141,11,614,235,388,0
8631,MAHARASHTRA,MUMBAI RLY.,2012,1,5,1,21,3,0,0
8632,MAHARASHTRA,NAGPUR COMMR.,2012,57,39,6,84,53,166,0
8633,MAHARASHTRA,NAGPUR RLY.,2012,1,2,0,4,4,3,0
8634,MAHARASHTRA,NAGPUR RURAL,2012,29,15,7,82,20,76,0
8635,MAHARASHTRA,NANDED,2012,48,32,25,71,5,421,0
8636,MAHARASHTRA,NANDURBAR,2012,19,8,0,22,4,78,0
8637,MAHARASHTRA,NASIK COMMR.,2012,20,13,3,36,16,147,0
8638,MAHARASHTRA,NASIK RURAL,2012,46,20,17,98,26,319,0
8639,MAHARASHTRA,NAVI MUMBAI,2012,36,11,3,64,25,91,0
8640,MAHARASHTRA,OSMANABAD,2012,38,21,2,86,12,175,0
8641,MAHARASHTRA,PARBHANI,2012,28,13,3,68,9,242,0
8642,MAHARASHTRA,PUNE COMMR.,2012,85,77,9,120,85,215,0
8643,MAHARASHTRA,PUNE RLY.,2012,2,1,0,3,0,0,0
8644,MAHARASHTRA,PUNE RURAL,2012,92,51,12,128,59,221,0
8645,MAHARASHTRA,RAIGAD,2012,21,3,19,37,9,40,0
8646,MAHARASHTRA,RATNAGIRI,2012,11,3,2,31,17,38,0
8647,MAHARASHTRA,SANGLI,2012,33,23,8,57,15,64,0
8648,MAHARASHTRA,SATARA,2012,43,25,0,78,29,166,0
8649,MAHARASHTRA,SINDHUDURG,2012,9,5,0,20,17,11,0
8650,MAHARASHTRA,SOLAPUR COMMR.,2012,25,21,1,31,10,53,0
8651,MAHARASHTRA,SOLAPUR RURAL,2012,67,24,3,58,40,151,0
8652,MAHARASHTRA,THANE COMMR.,2012,107,77,4,203,28,330,0
8653,MAHARASHTRA,THANE RURAL,2012,63,37,6,155,32,111,0
8654,MAHARASHTRA,WARDHA,2012,40,25,0,93,30,59,0
8655,MAHARASHTRA,WASHIM,2012,31,27,6,84,19,133,0
8656,MAHARASHTRA,YAVATMAL,2012,64,60,18,143,66,247,0
8657,MAHARASHTRA,TOTAL,2012,1839,1140,329,3935,1294,7415,0
